"disaster_number","declaration_date","state","declaration_type","incident_type","declaration_title","incident_begin_date","incident_end_date","designated_area"
3639,"2026-01-24","WV","EM","Winter Storm","SEVERE WINTER STORM","2026-01-23","2026-01-27","Summers (County)"
3633,"2026-01-24","KY","EM","Winter Storm","SEVERE WINTER STORM","2026-01-23","2026-01-27","Muhlenberg (County)"
3641,"2026-01-24","IN","EM","Winter Storm","SEVERE WINTER STORM","2026-01-23","2026-01-27","Howard (County)"
3641,"2026-01-24","IN","EM","Winter Storm","SEVERE WINTER STORM","2026-01-23","2026-01-27","Sullivan (County)"
3637,"2026-01-24","NC","EM","Winter Storm","SEVERE WINTER STORM","2026-01-21","2026-01-27","Nash (County)"
3640,"2026-01-24","MS","EM","Winter Storm","SEVERE WINTER STORM ","2026-01-23","2026-01-27","Panola (County)"
3641,"2026-01-24","IN","EM","Winter Storm","SEVERE WINTER STORM","2026-01-23","2026-01-27","Steuben (County)"
3637,"2026-01-24","NC","EM","Winter Storm","SEVERE WINTER STORM","2026-01-21","2026-01-27","Granville (County)"
3637,"2026-01-24","NC","EM","Winter Storm","SEVERE WINTER STORM","2026-01-21","2026-01-27","Lumbee (TDSA)"
3633,"2026-01-24","KY","EM","Winter Storm","SEVERE WINTER STORM","2026-01-23","2026-01-27","Robertson (County)"
3639,"2026-01-24","WV","EM","Winter Storm","SEVERE WINTER STORM","2026-01-23","2026-01-27","Pendleton (County)"
3641,"2026-01-24","IN","EM","Winter Storm","SEVERE WINTER STORM","2026-01-23","2026-01-27","St. Joseph (County)"
3638,"2026-01-24","LA","EM","Winter Storm","SEVERE WINTER STORM","2026-01-23","2026-01-27","East Carroll (Parish)"
3635,"2026-01-24","TN","EM","Winter Storm","SEVERE WINTER STORM","2026-01-22","2026-01-27","Cannon (County)"
3637,"2026-01-24","NC","EM","Winter Storm","SEVERE WINTER STORM","2026-01-21","2026-01-27","Clay (County)"
3634,"2026-01-24","MD","EM","Winter Storm","SEVERE WINTER STORM","2026-01-23","2026-01-27","Garrett (County)"
3639,"2026-01-24","WV","EM","Winter Storm","SEVERE WINTER STORM","2026-01-23","2026-01-27","Mason (County)"
3633,"2026-01-24","KY","EM","Winter Storm","SEVERE WINTER STORM","2026-01-23","2026-01-27","Carroll (County)"
3641,"2026-01-24","IN","EM","Winter Storm","SEVERE WINTER STORM","2026-01-23","2026-01-27","Hamilton (County)"
3641,"2026-01-24","IN","EM","Winter Storm","SEVERE WINTER STORM","2026-01-23","2026-01-27","Decatur (County)"
3639,"2026-01-24","WV","EM","Winter Storm","SEVERE WINTER STORM","2026-01-23","2026-01-27","Putnam (County)"
3637,"2026-01-24","NC","EM","Winter Storm","SEVERE WINTER STORM","2026-01-21","2026-01-27","Iredell (County)"
3637,"2026-01-24","NC","EM","Winter Storm","SEVERE WINTER STORM","2026-01-21","2026-01-27","Gaston (County)"
3636,"2026-01-24","AR","EM","Winter Storm","SEVERE WINTER STORM","2026-01-23","2026-01-27","Ashley (County)"
3634,"2026-01-24","MD","EM","Winter Storm","SEVERE WINTER STORM","2026-01-23","2026-01-27","Somerset (County)"
3637,"2026-01-24","NC","EM","Winter Storm","SEVERE WINTER STORM","2026-01-21","2026-01-27","Anson (County)"
3633,"2026-01-24","KY","EM","Winter Storm","SEVERE WINTER STORM","2026-01-23","2026-01-27","Marion (County)"
3639,"2026-01-24","WV","EM","Winter Storm","SEVERE WINTER STORM","2026-01-23","2026-01-27","Gilmer (County)"
3641,"2026-01-24","IN","EM","Winter Storm","SEVERE WINTER STORM","2026-01-23","2026-01-27","Perry (County)"
3635,"2026-01-24","TN","EM","Winter Storm","SEVERE WINTER STORM","2026-01-22","2026-01-27","Cheatham (County)"
3641,"2026-01-24","IN","EM","Winter Storm","SEVERE WINTER STORM","2026-01-23","2026-01-27","Pulaski (County)"
3641,"2026-01-24","IN","EM","Winter Storm","SEVERE WINTER STORM","2026-01-23","2026-01-27","Floyd (County)"
3637,"2026-01-24","NC","EM","Winter Storm","SEVERE WINTER STORM","2026-01-21","2026-01-27","Alleghany (County)"
3639,"2026-01-24","WV","EM","Winter Storm","SEVERE WINTER STORM","2026-01-23","2026-01-27","Wetzel (County)"
3637,"2026-01-24","NC","EM","Winter Storm","SEVERE WINTER STORM","2026-01-21","2026-01-27","Moore (County)"
3635,"2026-01-24","TN","EM","Winter Storm","SEVERE WINTER STORM","2026-01-22","2026-01-27","Davidson (County)"
3636,"2026-01-24","AR","EM","Winter Storm","SEVERE WINTER STORM","2026-01-23","2026-01-27","Bradley (County)"
3638,"2026-01-24","LA","EM","Winter Storm","SEVERE WINTER STORM","2026-01-23","2026-01-27","Caldwell (Parish)"
3636,"2026-01-24","AR","EM","Winter Storm","SEVERE WINTER STORM","2026-01-23","2026-01-27","Calhoun (County)"
3641,"2026-01-24","IN","EM","Winter Storm","SEVERE WINTER STORM","2026-01-23","2026-01-27","Dearborn (County)"
3639,"2026-01-24","WV","EM","Winter Storm","SEVERE WINTER STORM","2026-01-23","2026-01-27","Pleasants (County)"
3635,"2026-01-24","TN","EM","Winter Storm","SEVERE WINTER STORM","2026-01-22","2026-01-27","Marion (County)"
3641,"2026-01-24","IN","EM","Winter Storm","SEVERE WINTER STORM","2026-01-23","2026-01-27","Delaware (County)"
3636,"2026-01-24","AR","EM","Winter Storm","SEVERE WINTER STORM","2026-01-23","2026-01-27","Carroll (County)"
3638,"2026-01-24","LA","EM","Winter Storm","SEVERE WINTER STORM","2026-01-23","2026-01-27","Plaquemines (Parish)"
3635,"2026-01-24","TN","EM","Winter Storm","SEVERE WINTER STORM","2026-01-22","2026-01-27","Chester (County)"
3639,"2026-01-24","WV","EM","Winter Storm","SEVERE WINTER STORM","2026-01-23","2026-01-27","Nicholas (County)"
3634,"2026-01-24","MD","EM","Winter Storm","SEVERE WINTER STORM","2026-01-23","2026-01-27","Dorchester (County)"
3640,"2026-01-24","MS","EM","Winter Storm","SEVERE WINTER STORM ","2026-01-23","2026-01-27","Newton (County)"
3638,"2026-01-24","LA","EM","Winter Storm","SEVERE WINTER STORM","2026-01-23","2026-01-27","Lincoln (Parish)"
3633,"2026-01-24","KY","EM","Winter Storm","SEVERE WINTER STORM","2026-01-23","2026-01-27","Clay (County)"
3640,"2026-01-24","MS","EM","Winter Storm","SEVERE WINTER STORM ","2026-01-23","2026-01-27","Carroll (County)"
3633,"2026-01-24","KY","EM","Winter Storm","SEVERE WINTER STORM","2026-01-23","2026-01-27","Owsley (County)"
3633,"2026-01-24","KY","EM","Winter Storm","SEVERE WINTER STORM","2026-01-23","2026-01-27","Meade (County)"
3633,"2026-01-24","KY","EM","Winter Storm","SEVERE WINTER STORM","2026-01-23","2026-01-27","Martin (County)"
3633,"2026-01-24","KY","EM","Winter Storm","SEVERE WINTER STORM","2026-01-23","2026-01-27","Nicholas (County)"
3633,"2026-01-24","KY","EM","Winter Storm","SEVERE WINTER STORM","2026-01-23","2026-01-27","Mercer (County)"
3642,"2026-01-24","GA","EM","Winter Storm","SEVERE WINTER STORM","2026-01-22","2026-01-27","Heard (County)"
3636,"2026-01-24","AR","EM","Winter Storm","SEVERE WINTER STORM","2026-01-23","2026-01-27","Madison (County)"
3642,"2026-01-24","GA","EM","Winter Storm","SEVERE WINTER STORM","2026-01-22","2026-01-27","Glascock (County)"
3634,"2026-01-24","MD","EM","Winter Storm","SEVERE WINTER STORM","2026-01-23","2026-01-27","Harford (County)"
3636,"2026-01-24","AR","EM","Winter Storm","SEVERE WINTER STORM","2026-01-23","2026-01-27","Clark (County)"
3637,"2026-01-24","NC","EM","Winter Storm","SEVERE WINTER STORM","2026-01-21","2026-01-27","Columbus (County)"
3636,"2026-01-24","AR","EM","Winter Storm","SEVERE WINTER STORM","2026-01-23","2026-01-27","Poinsett (County)"
3641,"2026-01-24","IN","EM","Winter Storm","SEVERE WINTER STORM","2026-01-23","2026-01-27","Boone (County)"
3636,"2026-01-24","AR","EM","Winter Storm","SEVERE WINTER STORM","2026-01-23","2026-01-27","Clay (County)"
3637,"2026-01-24","NC","EM","Winter Storm","SEVERE WINTER STORM","2026-01-21","2026-01-27","Bladen (County)"
3640,"2026-01-24","MS","EM","Winter Storm","SEVERE WINTER STORM ","2026-01-23","2026-01-27","Wayne (County)"
3631,"2026-01-23","VA","EM","Winter Storm","SEVERE WINTER STORM","2026-01-22","2026-01-27","Grayson (County)"
3631,"2026-01-23","VA","EM","Winter Storm","SEVERE WINTER STORM","2026-01-22","2026-01-27","Emporia"
3631,"2026-01-23","VA","EM","Winter Storm","SEVERE WINTER STORM","2026-01-22","2026-01-27","Appomattox (County)"
3631,"2026-01-23","VA","EM","Winter Storm","SEVERE WINTER STORM","2026-01-22","2026-01-27","Harrisonburg"
3631,"2026-01-23","VA","EM","Winter Storm","SEVERE WINTER STORM","2026-01-22","2026-01-27","Powhatan (County)"
3631,"2026-01-23","VA","EM","Winter Storm","SEVERE WINTER STORM","2026-01-22","2026-01-27","Chesapeake"
3631,"2026-01-23","VA","EM","Winter Storm","SEVERE WINTER STORM","2026-01-22","2026-01-27","Buena Vista"
3631,"2026-01-23","VA","EM","Winter Storm","SEVERE WINTER STORM","2026-01-22","2026-01-27","Buchanan (County)"
3631,"2026-01-23","VA","EM","Winter Storm","SEVERE WINTER STORM","2026-01-22","2026-01-27","Floyd (County)"
3631,"2026-01-23","VA","EM","Winter Storm","SEVERE WINTER STORM","2026-01-22","2026-01-27","Albemarle (County)"
3631,"2026-01-23","VA","EM","Winter Storm","SEVERE WINTER STORM","2026-01-22","2026-01-27","Amelia (County)"
3631,"2026-01-23","VA","EM","Winter Storm","SEVERE WINTER STORM","2026-01-22","2026-01-27","Frederick (County)"
3631,"2026-01-23","VA","EM","Winter Storm","SEVERE WINTER STORM","2026-01-22","2026-01-27","Bland (County)"
3631,"2026-01-23","VA","EM","Winter Storm","SEVERE WINTER STORM","2026-01-22","2026-01-27","Pulaski (County)"
3631,"2026-01-23","VA","EM","Winter Storm","SEVERE WINTER STORM","2026-01-22","2026-01-27","Bedford (County)"
3631,"2026-01-23","VA","EM","Winter Storm","SEVERE WINTER STORM","2026-01-22","2026-01-27","Rappahannock (County)"
3631,"2026-01-23","VA","EM","Winter Storm","SEVERE WINTER STORM","2026-01-22","2026-01-27","Bath (County)"
3631,"2026-01-23","VA","EM","Winter Storm","SEVERE WINTER STORM","2026-01-22","2026-01-27","Botetourt (County)"
3631,"2026-01-23","VA","EM","Winter Storm","SEVERE WINTER STORM","2026-01-22","2026-01-27","Prince William (County)"
3631,"2026-01-23","VA","EM","Winter Storm","SEVERE WINTER STORM","2026-01-22","2026-01-27","Hanover (County)"
3631,"2026-01-23","VA","EM","Winter Storm","SEVERE WINTER STORM","2026-01-22","2026-01-27","Caroline (County)"
3631,"2026-01-23","VA","EM","Winter Storm","SEVERE WINTER STORM","2026-01-22","2026-01-27","Carroll (County)"
3631,"2026-01-23","VA","EM","Winter Storm","SEVERE WINTER STORM","2026-01-22","2026-01-27","Charles City (County)"
3631,"2026-01-23","VA","EM","Winter Storm","SEVERE WINTER STORM","2026-01-22","2026-01-27","Goochland (County)"
3631,"2026-01-23","VA","EM","Winter Storm","SEVERE WINTER STORM","2026-01-22","2026-01-27","Greensville (County)"
3631,"2026-01-23","VA","EM","Winter Storm","SEVERE WINTER STORM","2026-01-22","2026-01-27","Prince George (County)"
3631,"2026-01-23","VA","EM","Winter Storm","SEVERE WINTER STORM","2026-01-22","2026-01-27","Henrico (County)"
3631,"2026-01-23","VA","EM","Winter Storm","SEVERE WINTER STORM","2026-01-22","2026-01-27","Williamsburg"
3631,"2026-01-23","VA","EM","Winter Storm","SEVERE WINTER STORM","2026-01-22","2026-01-27","Galax"
3632,"2026-01-23","SC","EM","Winter Storm","SEVERE WINTER STORM","2026-01-21","2026-01-27","Greenwood (County)"
3631,"2026-01-23","VA","EM","Winter Storm","SEVERE WINTER STORM","2026-01-22","2026-01-27","Chesterfield (County)"
3631,"2026-01-23","VA","EM","Winter Storm","SEVERE WINTER STORM","2026-01-22","2026-01-27","Norfolk"
3631,"2026-01-23","VA","EM","Winter Storm","SEVERE WINTER STORM","2026-01-22","2026-01-27","Fauquier (County)"
3631,"2026-01-23","VA","EM","Winter Storm","SEVERE WINTER STORM","2026-01-22","2026-01-27","Greene (County)"
3631,"2026-01-23","VA","EM","Winter Storm","SEVERE WINTER STORM","2026-01-22","2026-01-27","Russell (County)"
3631,"2026-01-23","VA","EM","Winter Storm","SEVERE WINTER STORM","2026-01-22","2026-01-27","Giles (County)"
3631,"2026-01-23","VA","EM","Winter Storm","SEVERE WINTER STORM","2026-01-22","2026-01-27","Fairfax"
3631,"2026-01-23","VA","EM","Winter Storm","SEVERE WINTER STORM","2026-01-22","2026-01-27","Franklin (County)"
3631,"2026-01-23","VA","EM","Winter Storm","SEVERE WINTER STORM","2026-01-22","2026-01-27","Halifax (County)"
3631,"2026-01-23","VA","EM","Winter Storm","SEVERE WINTER STORM","2026-01-22","2026-01-27","Alleghany (County)"
3631,"2026-01-23","VA","EM","Winter Storm","SEVERE WINTER STORM","2026-01-22","2026-01-27","Dickenson (County)"
3631,"2026-01-23","VA","EM","Winter Storm","SEVERE WINTER STORM","2026-01-22","2026-01-27","Culpeper (County)"
3631,"2026-01-23","VA","EM","Winter Storm","SEVERE WINTER STORM","2026-01-22","2026-01-27","Dinwiddie (County)"
3631,"2026-01-23","VA","EM","Winter Storm","SEVERE WINTER STORM","2026-01-22","2026-01-27","Cumberland (County)"
3631,"2026-01-23","VA","EM","Winter Storm","SEVERE WINTER STORM","2026-01-22","2026-01-27","Essex (County)"
3631,"2026-01-23","VA","EM","Winter Storm","SEVERE WINTER STORM","2026-01-22","2026-01-27","Fairfax (County)"
3631,"2026-01-23","VA","EM","Winter Storm","SEVERE WINTER STORM","2026-01-22","2026-01-27","Westmoreland (County)"
3631,"2026-01-23","VA","EM","Winter Storm","SEVERE WINTER STORM","2026-01-22","2026-01-27","Roanoke (County)"
3631,"2026-01-23","VA","EM","Winter Storm","SEVERE WINTER STORM","2026-01-22","2026-01-27","Shenandoah (County)"
3631,"2026-01-23","VA","EM","Winter Storm","SEVERE WINTER STORM","2026-01-22","2026-01-27","Augusta (County)"
3631,"2026-01-23","VA","EM","Winter Storm","SEVERE WINTER STORM","2026-01-22","2026-01-27","Accomack (County)"
3631,"2026-01-23","VA","EM","Winter Storm","SEVERE WINTER STORM","2026-01-22","2026-01-27","Amherst (County)"
3631,"2026-01-23","VA","EM","Winter Storm","SEVERE WINTER STORM","2026-01-22","2026-01-27","Radford"
3631,"2026-01-23","VA","EM","Winter Storm","SEVERE WINTER STORM","2026-01-22","2026-01-27","Rockingham (County)"
3632,"2026-01-23","SC","EM","Winter Storm","SEVERE WINTER STORM","2026-01-21","2026-01-27","Bamberg (County)"
3632,"2026-01-23","SC","EM","Winter Storm","SEVERE WINTER STORM","2026-01-21","2026-01-27","Barnwell (County)"
3632,"2026-01-23","SC","EM","Winter Storm","SEVERE WINTER STORM","2026-01-21","2026-01-27","Charleston (County)"
3632,"2026-01-23","SC","EM","Winter Storm","SEVERE WINTER STORM","2026-01-21","2026-01-27","Fairfield (County)"
3631,"2026-01-23","VA","EM","Winter Storm","SEVERE WINTER STORM","2026-01-22","2026-01-27","Surry (County)"
3631,"2026-01-23","VA","EM","Winter Storm","SEVERE WINTER STORM","2026-01-22","2026-01-27","Arlington (County)"
3632,"2026-01-23","SC","EM","Winter Storm","SEVERE WINTER STORM","2026-01-21","2026-01-27","Dorchester (County)"
3632,"2026-01-23","SC","EM","Winter Storm","SEVERE WINTER STORM","2026-01-21","2026-01-27","Edgefield (County)"
3631,"2026-01-23","VA","EM","Winter Storm","SEVERE WINTER STORM","2026-01-22","2026-01-27","Norton"
3632,"2026-01-23","SC","EM","Winter Storm","SEVERE WINTER STORM","2026-01-21","2026-01-27","Clarendon (County)"
3631,"2026-01-23","VA","EM","Winter Storm","SEVERE WINTER STORM","2026-01-22","2026-01-27","Clarke (County)"
3632,"2026-01-23","SC","EM","Winter Storm","SEVERE WINTER STORM","2026-01-21","2026-01-27","Oconee (County)"
3632,"2026-01-23","SC","EM","Winter Storm","SEVERE WINTER STORM","2026-01-21","2026-01-27","Lee (County)"
3632,"2026-01-23","SC","EM","Winter Storm","SEVERE WINTER STORM","2026-01-21","2026-01-27","Lancaster (County)"
3632,"2026-01-23","SC","EM","Winter Storm","SEVERE WINTER STORM","2026-01-21","2026-01-27","York (County)"
3632,"2026-01-23","SC","EM","Winter Storm","SEVERE WINTER STORM","2026-01-21","2026-01-27","Saluda (County)"
3632,"2026-01-23","SC","EM","Winter Storm","SEVERE WINTER STORM","2026-01-21","2026-01-27","Spartanburg (County)"
3632,"2026-01-23","SC","EM","Winter Storm","SEVERE WINTER STORM","2026-01-21","2026-01-27","Williamsburg (County)"
3632,"2026-01-23","SC","EM","Winter Storm","SEVERE WINTER STORM","2026-01-21","2026-01-27","Hampton (County)"
3631,"2026-01-23","VA","EM","Winter Storm","SEVERE WINTER STORM","2026-01-22","2026-01-27","Buckingham (County)"
3631,"2026-01-23","VA","EM","Winter Storm","SEVERE WINTER STORM","2026-01-22","2026-01-27","Lynchburg"
3631,"2026-01-23","VA","EM","Winter Storm","SEVERE WINTER STORM","2026-01-22","2026-01-27","Brunswick (County)"
3632,"2026-01-23","SC","EM","Winter Storm","SEVERE WINTER STORM","2026-01-21","2026-01-27","McCormick (County)"
3631,"2026-01-23","VA","EM","Winter Storm","SEVERE WINTER STORM","2026-01-22","2026-01-27","Hopewell"
3632,"2026-01-23","SC","EM","Winter Storm","SEVERE WINTER STORM","2026-01-21","2026-01-27","Greenville (County)"
3632,"2026-01-23","SC","EM","Winter Storm","SEVERE WINTER STORM","2026-01-21","2026-01-27","Aiken (County)"
3632,"2026-01-23","SC","EM","Winter Storm","SEVERE WINTER STORM","2026-01-21","2026-01-27","Catawba Indian Nation"
3632,"2026-01-23","SC","EM","Winter Storm","SEVERE WINTER STORM","2026-01-21","2026-01-27","Abbeville (County)"
3632,"2026-01-23","SC","EM","Winter Storm","SEVERE WINTER STORM","2026-01-21","2026-01-27","Beaufort (County)"
3631,"2026-01-23","VA","EM","Winter Storm","SEVERE WINTER STORM","2026-01-22","2026-01-27","King William (County)"
3632,"2026-01-23","SC","EM","Winter Storm","SEVERE WINTER STORM","2026-01-21","2026-01-27","Chesterfield (County)"
3632,"2026-01-23","SC","EM","Winter Storm","SEVERE WINTER STORM","2026-01-21","2026-01-27","Chester (County)"
3632,"2026-01-23","SC","EM","Winter Storm","SEVERE WINTER STORM","2026-01-21","2026-01-27","Colleton (County)"
3632,"2026-01-23","SC","EM","Winter Storm","SEVERE WINTER STORM","2026-01-21","2026-01-27","Berkeley (County)"
3632,"2026-01-23","SC","EM","Winter Storm","SEVERE WINTER STORM","2026-01-21","2026-01-27","Horry (County)"
3632,"2026-01-23","SC","EM","Winter Storm","SEVERE WINTER STORM","2026-01-21","2026-01-27","Calhoun (County)"
3632,"2026-01-23","SC","EM","Winter Storm","SEVERE WINTER STORM","2026-01-21","2026-01-27","Allendale (County)"
3631,"2026-01-23","VA","EM","Winter Storm","SEVERE WINTER STORM","2026-01-22","2026-01-27","Scott (County)"
3632,"2026-01-23","SC","EM","Winter Storm","SEVERE WINTER STORM","2026-01-21","2026-01-27","Lexington (County)"
3631,"2026-01-23","VA","EM","Winter Storm","SEVERE WINTER STORM","2026-01-22","2026-01-27","Highland (County)"
3632,"2026-01-23","SC","EM","Winter Storm","SEVERE WINTER STORM","2026-01-21","2026-01-27","Union (County)"
3632,"2026-01-23","SC","EM","Winter Storm","SEVERE WINTER STORM","2026-01-21","2026-01-27","Pickens (County)"
3632,"2026-01-23","SC","EM","Winter Storm","SEVERE WINTER STORM","2026-01-21","2026-01-27","Richland (County)"
3631,"2026-01-23","VA","EM","Winter Storm","SEVERE WINTER STORM","2026-01-22","2026-01-27","Staunton"
3631,"2026-01-23","VA","EM","Winter Storm","SEVERE WINTER STORM","2026-01-22","2026-01-27","Suffolk"
3631,"2026-01-23","VA","EM","Winter Storm","SEVERE WINTER STORM","2026-01-22","2026-01-27","Virginia Beach"
3631,"2026-01-23","VA","EM","Winter Storm","SEVERE WINTER STORM","2026-01-22","2026-01-27","Rockbridge (County)"
3631,"2026-01-23","VA","EM","Winter Storm","SEVERE WINTER STORM","2026-01-22","2026-01-27","James City (County)"
3631,"2026-01-23","VA","EM","Winter Storm","SEVERE WINTER STORM","2026-01-22","2026-01-27","Orange (County)"
3631,"2026-01-23","VA","EM","Winter Storm","SEVERE WINTER STORM","2026-01-22","2026-01-27","Page (County)"
3631,"2026-01-23","VA","EM","Winter Storm","SEVERE WINTER STORM","2026-01-22","2026-01-27","Patrick (County)"
3632,"2026-01-23","SC","EM","Winter Storm","SEVERE WINTER STORM","2026-01-21","2026-01-27","Anderson (County)"
3631,"2026-01-23","VA","EM","Winter Storm","SEVERE WINTER STORM","2026-01-22","2026-01-27","New Kent (County)"
3631,"2026-01-23","VA","EM","Winter Storm","SEVERE WINTER STORM","2026-01-22","2026-01-27","Nottoway (County)"
3631,"2026-01-23","VA","EM","Winter Storm","SEVERE WINTER STORM","2026-01-22","2026-01-27","Pittsylvania (County)"
3631,"2026-01-23","VA","EM","Winter Storm","SEVERE WINTER STORM","2026-01-22","2026-01-27","Northampton (County)"
